	index	Date	Day	IMDB	Place	Rating_x	Time	Title	Rating_y	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
11148	11012	2015-07-13	Mon		ACMI Cinema 1	MA 15+	16:00	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11118	11013	2015-07-13	Mon		ACMI Cinema 1		18:45	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11149	11014	2015-07-13	Mon		ACMI Cinema 2	MA 15+	19:15	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11161	11015	2015-07-14	Tue		ACMI Cinema 2	PG	14:30	The Lunchbox		191714.0	hi	2013-09-19	1000000.0	4235151.0	104.0	['Drama', 'Romance']	Ritesh Batra	
11165	11016	2015-07-14	Tue		ACMI Cinema 1	18+	16:00	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11119	11017	2015-07-14	Tue		ACMI Cinema 1		18:45	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11150	11018	2015-07-14	Tue		ACMI Cinema 2	MA 15+	19:15	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11166	11019	2015-07-15	Wed		ACMI Cinema 1	18+	16:00	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11173	11020	2015-07-16	Thu		ACMI Cinema 1		16:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11120	11021	2015-07-16	Thu		ACMI Cinema 1		18:45	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11167	11022	2015-07-16	Thu		ACMI Cinema 2	18+	19:30	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11121	11023	2015-07-17	Fri		ACMI Cinema 1		16:00	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11174	11024	2015-07-17	Fri		ACMI Cinema 1		18:45	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11151	11025	2015-07-17	Fri		ACMI Cinema 1	MA 15+	20:30	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11197	11026	2015-07-18	Sat		ACMI Cinema 1	M	11:00	Mr. Turner			en	2014-10-31	0.0	5405500.0				
4167	11027	2015-07-18	Sat		ACMI Cinema 1	G	14:00	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
3951	11028	2015-07-18	Sat		ACMI Cinema 1	M	16:00	Beneath Clouds		60109.0	en	2002-05-23	0.0	0.0	90.0	['Drama', 'Romance']	Ivan Sen	
11175	11029	2015-07-18	Sat		ACMI Cinema 2		17:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11152	11030	2015-07-18	Sat		ACMI Cinema 1	MA 15+	19:00	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11122	11031	2015-07-18	Sat		ACMI Cinema 2		19:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11176	11032	2015-07-18	Sat		ACMI Cinema 2		21:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
4168	11033	2015-07-19	Sun		ACMI Cinema 1	G	10:30	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11198	11034	2015-07-19	Sun		ACMI Cinema 2	M	11:00	Mr. Turner			en	2014-10-31	0.0	5405500.0				
4169	11035	2015-07-19	Sun		ACMI Cinema 1	G	13:00	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11153	11036	2015-07-19	Sun		ACMI Cinema 1	MA 15+	15:00	Eden		283330.0	en	2014-11-19	0.0	65460.0	131.0	['Drama', 'Music']	Mia Hansen-Løve	
11177	11037	2015-07-19	Sun		ACMI Cinema 2		15:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11178	11038	2015-07-19	Sun		ACMI Cinema 2		17:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11123	11039	2015-07-19	Sun		ACMI Cinema 1		18:00	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11179	11040	2015-07-19	Sun		ACMI Cinema 2		19:15	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11199	11041	2015-07-20	Mon		ACMI Cinema 2	M	13:30	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11180	11042	2015-07-20	Mon		ACMI Cinema 1		16:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11181	11043	2015-07-20	Mon		ACMI Cinema 1		18:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11168	11044	2015-07-20	Mon		ACMI Cinema 2	18+	19:30	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11200	11045	2015-07-21	Tue		ACMI Cinema 2	M	14:30	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11182	11046	2015-07-21	Tue		ACMI Cinema 1		18:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11124	11047	2015-07-21	Tue		ACMI Cinema 2		18:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11169	11048	2015-07-22	Wed		ACMI Cinema 1	18+	16:00	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11183	11049	2015-07-22	Wed		ACMI Cinema 1		18:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11184	11050	2015-07-23	Thu		ACMI Cinema 1		16:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11185	11051	2015-07-23	Thu		ACMI Cinema 1		18:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11125	11052	2015-07-23	Thu		ACMI Cinema 2		18:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11186	11053	2015-07-24	Fri		ACMI Cinema 2		18:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11126	11054	2015-07-24	Fri		ACMI Cinema 1		18:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11187	11055	2015-07-24	Fri		ACMI Cinema 2		20:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11095	11056	2015-07-25	Sat		ACMI Cinema 1		10:30	By Request > Spirited Away										
11201	11057	2015-07-25	Sat		ACMI Cinema 2	M	11:00	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11096	11058	2015-07-25	Sat		ACMI Cinema 1		13:00	By Request > Spirited Away										
11188	11059	2015-07-25	Sat		ACMI Cinema 2		15:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
1930	11060	2015-07-25	Sat		ACMI Cinema 1	R 18+	16:00	Bad Boy Bubby		14135.0	en	1993-09-01	750000.0	0.0	114.0	['Crime', 'Drama']	Rolf de Heer	
8130	11061	2015-07-25	Sat		ACMI Cinema 2	PG	17:30	Dreams of a Life		83540.0	en	2011-08-16			95.0	['Drama', 'Documentary', 'Foreign']	Carol Morley	
11189	11062	2015-07-25	Sat		ACMI Cinema 1		19:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11127	11063	2015-07-25	Sat		ACMI Cinema 2		19:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11190	11064	2015-07-25	Sat		ACMI Cinema 1		21:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11097	11065	2015-07-26	Sun		ACMI Cinema 1		10:30	By Request > Spirited Away										
11202	11066	2015-07-26	Sun		ACMI Cinema 2	M	11:00	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11098	11067	2015-07-26	Sun		ACMI Cinema 1		13:00	By Request > Spirited Away										
11128	11068	2015-07-26	Sun		ACMI Cinema 2		15:30	The Falling		294741.0	en	2014-10-11	750000.0	0.0	102.0	['Drama', 'Thriller']	Carol Morley	
11191	11069	2015-07-26	Sun		ACMI Cinema 1		16:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11192	11070	2015-07-26	Sun		ACMI Cinema 2		17:30	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11193	11071	2015-07-26	Sun		ACMI Cinema 1		18:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11205	11072	2015-07-26	Sun		ACMI Cinema 2	15+	19:30	Barbicania 			en	2014-10-28	0.0	0.0	90.0			
11203	11073	2015-07-27	Mon		ACMI Cinema 2	M	13:30	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11194	11074	2015-07-27	Mon		ACMI Cinema 1		16:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11195	11075	2015-07-27	Mon		ACMI Cinema 2		19:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11204	11076	2015-07-28	Tue		ACMI Cinema 2	M	14:30	Mr. Turner			en	2014-10-31	0.0	5405500.0				
11170	11077	2015-07-28	Tue		ACMI Cinema 1	18+	15:00	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11171	11078	2015-07-28	Tue		ACMI Cinema 1	18+	17:30	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11196	11079	2015-07-28	Tue		ACMI Cinema 2		19:00	A Family Affair		366752.0	en	2015-11-18	0.0	0.0	110.0	['Documentary']	Tom Fassaert	
11172	11080	2015-07-28	Tue		ACMI Cinema 1	18+	20:00	The Tribe		271397.0	uk	2014-09-11	0.0	0.0	130.0	['Drama', 'Crime']	Myroslav Slaboshpytskyi	
11206	11081	2015-08-01	Sat		ACMI Cinema 1	MA 15+	11:00	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11207	11082	2015-08-02	Sun		ACMI Cinema 1	MA 15+	11:00	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11208	11083	2015-08-03	Mon		ACMI Cinema 1	MA 15+	13:30	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11209	11084	2015-08-04	Tue		ACMI Cinema 1	MA 15+	13:30	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11210	11085	2015-08-08	Sat		ACMI Cinema 1	MA 15+	11:00	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11211	11086	2015-08-09	Sun		ACMI Cinema 1	MA 15+	11:00	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11212	11087	2015-08-10	Mon		ACMI Cinema 1	MA 15+	13:30	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11213	11088	2015-08-11	Tue		ACMI Cinema 1	MA 15+	13:30	Of Horses and Men		217708.0			10.0		85.0	['Drama', 'Romance', 'Comedy']	Benedikt Erlingsson	
11214	11089	2015-08-15	Sat		ACMI Cinema 1	M	11:00	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11215	11090	2015-08-16	Sun		ACMI Cinema 1	M	11:00	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11216	11091	2015-08-17	Mon		ACMI Cinema 2	M	13:30	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11222	11092	2015-08-17	Mon		ACMI Cinema 2	15+	18:30	Sneak Preview: JPG Work										
11217	11093	2015-08-18	Tue		ACMI Cinema 2	M	14:30	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11223	11094	2015-08-18	Tue		ACMI Cinema 2	15+	18:45	Sneak Peak:Fresh Dressed										
11224	11095	2015-08-20	Thu		ACMI Cinema 1	18+	19:30	The Man Who Fell to Earth		991.0	en	1976-03-18		0.0	138.0	['Drama', 'Science Fiction']	Nicolas Roeg	
11229	11096	2015-08-21	Fri		ACMI Cinema 2	18+	18:45	Cracked Actor		168400.0		1975-01-01	0.0	0.0	53.0	['Documentary', 'Music']	Alan Yentob	
11232	11097	2015-08-21	Fri		ACMI Cinema 2		20:10	Ziggy Stardust & Spiders Mars		34759.0	en	1973-12-23	0.0	0.0	90.0	['Documentary', 'Music']	D.A. Pennebaker	
11218	11098	2015-08-22	Sat		ACMI Cinema 2	M	11:00	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
4170	11099	2015-08-22	Sat		ACMI Cinema 2	G	13:30	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11236	11100	2015-08-22	Sat		ACMI Cinema 2		16:00	The Outer Circle		356075.0	en	2015-04-25	0.0	0.0	48.0	[]		
11238	11101	2015-08-22	Sat		ACMI Cinema 2	M	18:00	Just a Gigolo		12826.0	de	1979-01-01	0.0	0.0	147.0	['Drama']	David Hemmings	
2018	11102	2015-08-22	Sat		ACMI Cinema 2	R 18+	20:00	The Hunger		11654.0	en	1983-04-29	0.0	5979292.0	97.0	['Horror', 'Thriller', 'Romance']	Tony Scott	
11219	11103	2015-08-23	Sun		ACMI Cinema 2	M	11:00	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
4171	11104	2015-08-23	Sun		ACMI Cinema 2	G	13:30	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11241	11105	2015-08-23	Sun		ACMI Cinema 2	M	15:45	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
11247	11106	2015-08-23	Sun		ACMI Cinema 1	M	17:30	Merry Xmas Mr Lawrence										
11251	11107	2015-08-23	Sun		ACMI Cinema 2	18+	18:00	Shooting Robert King		87837.0	en	2008-10-08		0.0	79.0	['Documentary']	Richard Parry	
11255	11108	2015-08-23	Sun		ACMI Cinema 1	18+	20:00	Under Fire		12503.0	en	1983-10-21	0.0		128.0	['War', 'Drama']	Roger Spottiswoode	
11220	11109	2015-08-24	Mon		ACMI Cinema 2	M	13:30	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11242	11110	2015-08-24	Mon		ACMI Cinema 1	M	14:00	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
11259	11111	2015-08-24	Mon		ACMI Cinema 2	PG	15:30	War Photographer		12722.0	en	2001-01-01	0.0	0.0	96.0	['Documentary', 'Foreign']	Christian Frei	
11256	11112	2015-08-24	Mon		ACMI Cinema 2	18+	17:45	Under Fire		12503.0	en	1983-10-21	0.0		128.0	['War', 'Drama']	Roger Spottiswoode	
11263	11113	2015-08-24	Mon		ACMI Cinema 1	R 18+	19:00	Twin Peaks: Fire Walk		1923.0	en	1992-06-03	10000000.0	4160851.0	134.0	['Drama', 'Mystery']	David Lynch	
9244	11114	2015-08-24	Mon		ACMI Cinema 2	18+	19:30	McCullin		151044.0	en	2012-04-26	0.0	0.0	89.0	['Documentary']	David Morris	
11252	11115	2015-08-24	Mon		ACMI Cinema 2	18+	21:15	Shooting Robert King		87837.0	en	2008-10-08		0.0	79.0	['Documentary']	Richard Parry	
11243	11116	2015-08-25	Tue		ACMI Cinema 1	M	14:00	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
11221	11117	2015-08-25	Tue		ACMI Cinema 2	M	14:30	Keep on keepin’ on		259999.0	en	2014-08-08	0.0		86.0	['Documentary']	Alan Hicks	
11260	11118	2015-08-25	Tue		ACMI Cinema 1	PG	16:30	War Photographer		12722.0	en	2001-01-01	0.0	0.0	96.0	['Documentary', 'Foreign']	Christian Frei	
11267	11119	2015-08-25	Tue		ACMI Cinema 2	18+	17:30	Chelsea Hotel		374050.0	en	1981-01-03	0.0		61.0	['TV Movie', 'Documentary']	Nigel Finch	
11257	11120	2015-08-25	Tue		ACMI Cinema 1	18+	18:30	Under Fire		12503.0	en	1983-10-21	0.0		128.0	['War', 'Drama']	Roger Spottiswoode	
11269	11121	2015-08-25	Tue		ACMI Cinema 2	M	19:00	The Prestige		1124.0	en	2006-10-19	40000000.0	109676311.0	130.0	['Drama', 'Mystery', 'Thriller']	Christopher Nolan	
9245	11122	2015-08-25	Tue		ACMI Cinema 1	18+	20:30	McCullin		151044.0	en	2012-04-26	0.0	0.0	89.0	['Documentary']	David Morris	
11244	11123	2015-08-26	Wed		ACMI Cinema 2	M	14:30	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
9246	11124	2015-08-26	Wed		ACMI Cinema 1	18+	15:30	McCullin		151044.0	en	2012-04-26	0.0	0.0	89.0	['Documentary']	David Morris	
11253	11125	2015-08-26	Wed		ACMI Cinema 1	18+	17:30	Shooting Robert King		87837.0	en	2008-10-08		0.0	79.0	['Documentary']	Richard Parry	
11245	11126	2015-08-26	Wed		ACMI Cinema 1	M	19:15	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
11261	11127	2015-08-26	Wed		ACMI Cinema 1	PG	21:30	War Photographer		12722.0	en	2001-01-01	0.0	0.0	96.0	['Documentary', 'Foreign']	Christian Frei	
11258	11128	2015-08-27	Thu		ACMI Cinema 1	18+	15:00	Under Fire		12503.0	en	1983-10-21	0.0		128.0	['War', 'Drama']	Roger Spottiswoode	
11272	11129	2015-08-27	Thu		ACMI Cinema 1	PG	17:30	Absolute Beginners		42017.0	en	1986-01-01	0.0		108.0	['Fantasy', 'Drama', 'Music', 'Romance']	Julien Temple	
11275	11130	2015-08-27	Thu		ACMI Cinema 1	M	20:00	The Life Aquatic		421.0	en	2004-12-10	50000000.0	34808403.0	119.0	['Adventure', 'Comedy', 'Drama']	Wes Anderson	
11246	11131	2015-08-28	Fri		ACMI Cinema 2	M	14:00	The Salt of the Earth		265297.0	fr	2014-09-27	0.0		109.0	['Documentary']		
11262	11132	2015-08-28	Fri		ACMI Cinema 2	PG	17:00	War Photographer		12722.0	en	2001-01-01	0.0	0.0	96.0	['Documentary', 'Foreign']	Christian Frei	
11225	11133	2015-08-28	Fri		ACMI Cinema 1	18+	18:30	The Man Who Fell to Earth		991.0	en	1976-03-18		0.0	138.0	['Drama', 'Science Fiction']	Nicolas Roeg	
11278	11134	2015-08-28	Fri		ACMI Cinema 2	15+	19:30	Couture: Queens of Haute										
11254	11135	2015-08-28	Fri		ACMI Cinema 2	18+	20:45	Shooting Robert King		87837.0	en	2008-10-08		0.0	79.0	['Documentary']	Richard Parry	
2529	11136	2015-08-28	Fri		ACMI Cinema 1	R 18+	21:15	Dogs in Space		30994.0	en	1986-12-18	0.0	0.0	103.0	['Music', 'Drama']	Richard Lowenstein	
11282	11137	2015-08-29	Sat		ACMI Cinema 2	M	11:00	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
4172	11138	2015-08-29	Sat		ACMI Cinema 2	G	13:30	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11237	11139	2015-08-29	Sat		ACMI Cinema 2		16:00	The Outer Circle		356075.0	en	2015-04-25	0.0	0.0	48.0	[]		
11290	11140	2015-08-29	Sat		ACMI Cinema 2	15+	18:30	Jean Paul Gaultier Work										
2019	11141	2015-08-29	Sat		ACMI Cinema 1	R 18+	19:00	The Hunger		11654.0	en	1983-04-29	0.0	5979292.0	97.0	['Horror', 'Thriller', 'Romance']	Tony Scott	
11294	11142	2015-08-29	Sat		ACMI Cinema 2	15+	20:30	Fresh Dressed		319071.0	en	2015-06-26	0.0	0.0	90.0	['Documentary', 'History', 'Music']	Sacha Jenkins	
11298	11143	2015-08-29	Sat		ACMI Cinema 1	M	21:00	Only Lovers Left Alive		152603.0	en	2013-12-12	7000000.0	0.0	123.0	['Drama', 'Romance']	Jim Jarmusch	
11283	11144	2015-08-30	Sun		ACMI Cinema 2	M	11:00	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
4173	11145	2015-08-30	Sun		ACMI Cinema 2	G	13:30	Labyrinth		13597.0	en		25000000.0	12729917.0	101.0	['Adventure', 'Family', 'Fantasy']	Jim Henson	
11300	11146	2015-08-30	Sun		ACMI Cinema 2	MA 15+	16:00	Dogville		553.0	da	2003-05-19	10000000.0	16680836.0	178.0	['Crime', 'Drama', 'Thriller']	Lars von Trier	
11302	11147	2015-08-30	Sun		ACMI Cinema 1	15+	19:00	Fashion House M. Weimans										
9247	11148	2015-08-30	Sun		ACMI Cinema 2	18+	19:30	McCullin		151044.0	en	2012-04-26	0.0	0.0	89.0	['Documentary']	David Morris	
11306	11149	2015-08-30	Sun		ACMI Cinema 1	15+	21:00	Traceable		418797.0	en	2014-09-30	0.0	0.0	68.0	['Documentary']	Jennifer Sharpe	
11284	11150	2015-08-31	Mon		ACMI Cinema 2	M	13:30	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
11279	11151	2015-08-31	Mon		ACMI Cinema 1	15+	15:30	Couture: Queens of Haute										
11233	11152	2015-08-31	Mon		ACMI Cinema 1		17:30	Ziggy Stardust & Spiders Mars		34759.0	en	1973-12-23	0.0	0.0	90.0	['Documentary', 'Music']	D.A. Pennebaker	
11291	11153	2015-08-31	Mon		ACMI Cinema 2	15+	19:00	Jean Paul Gaultier Work										
11276	11154	2015-08-31	Mon		ACMI Cinema 1	M	19:30	The Life Aquatic		421.0	en	2004-12-10	50000000.0	34808403.0	119.0	['Adventure', 'Comedy', 'Drama']	Wes Anderson	
11248	11155	2015-09-01	Tue		ACMI Cinema 1	M	14:00	Merry Xmas Mr Lawrence										
11285	11156	2015-09-01	Tue		ACMI Cinema 2	M	14:30	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
11270	11157	2015-09-01	Tue		ACMI Cinema 1	M	16:20	The Prestige		1124.0	en	2006-10-19	40000000.0	109676311.0	130.0	['Drama', 'Mystery', 'Thriller']	Christopher Nolan	
11303	11158	2015-09-01	Tue		ACMI Cinema 2	15+	19:30	Fashion House M. Weimans										
11264	11159	2015-09-02	Wed		ACMI Cinema 1	R 18+	14:30	Twin Peaks: Fire Walk		1923.0	en	1992-06-03	10000000.0	4160851.0	134.0	['Drama', 'Mystery']	David Lynch	
11304	11160	2015-09-02	Wed		ACMI Cinema 2	15+	15:00	Fashion House M. Weimans										
11295	11161	2015-09-03	Thu		ACMI Cinema 2	15+	14:30	Fresh Dressed		319071.0	en	2015-06-26	0.0	0.0	90.0	['Documentary', 'History', 'Music']	Sacha Jenkins	
11239	11162	2015-09-03	Thu		ACMI Cinema 1	M	17:00	Just a Gigolo		12826.0	de	1979-01-01	0.0	0.0	147.0	['Drama']	David Hemmings	
11310	11163	2015-09-03	Thu		ACMI Cinema 1	PG	19:00	The Blue Angel		271561.0	en	1959-09-04	0.0	0.0	107.0	['Drama']	Edward Dmytryk	
11307	11164	2015-09-03	Thu		ACMI Cinema 1	15+	21:00	Traceable		418797.0	en	2014-09-30	0.0	0.0	68.0	['Documentary']	Jennifer Sharpe	
11292	11165	2015-09-04	Fri		ACMI Cinema 2	15+	14:30	Jean Paul Gaultier Work										
11268	11166	2015-09-04	Fri		ACMI Cinema 1	18+	17:30	Chelsea Hotel		374050.0	en	1981-01-03	0.0		61.0	['TV Movie', 'Documentary']	Nigel Finch	
11312	11167	2015-09-04	Fri		ACMI Cinema 1	18+	19:00	Velvet Underground & Nico		157883.0	en	1967-02-15	0.0	0.0	33.0	['Documentary']	Andy Warhol	
11314	11168	2015-09-04	Fri		ACMI Cinema 1	18+	20:30	Burroughs: The Movie		339790.0	en	1983-10-08	0.0	0.0	86.0	['Documentary']	Howard Brookner	
11317	11169	2015-09-05	Sat		ACMI Cinema 1	G	10:30	Follow That Bird		36536.0	en	1985-08-02		0.0	88.0	['Adventure', 'Comedy', 'Family', 'Music']	Ken Kwapis	
11286	11170	2015-09-05	Sat		ACMI Cinema 2	M	11:00	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
11318	11171	2015-09-05	Sat		ACMI Cinema 1	G	13:00	Follow That Bird		36536.0	en	1985-08-02		0.0	88.0	['Adventure', 'Comedy', 'Family', 'Music']	Ken Kwapis	
11329	11172	2015-09-05	Sat		ACMI Cinema 1	PG	16:00	Women He's Undressed		340595.0	en	2015-06-11	0.0	0.0	100.0	['Documentary']	Gillian Armstrong	
11265	11173	2015-09-05	Sat		ACMI Cinema 1	R 18+	18:30	Twin Peaks: Fire Walk		1923.0	en	1992-06-03	10000000.0	4160851.0	134.0	['Drama', 'Mystery']	David Lynch	
11280	11174	2015-09-05	Sat		ACMI Cinema 1	15+	21:30	Couture: Queens of Haute										
11319	11175	2015-09-06	Sun		ACMI Cinema 1	G	10:30	Follow That Bird		36536.0	en	1985-08-02		0.0	88.0	['Adventure', 'Comedy', 'Family', 'Music']	Ken Kwapis	
11287	11176	2015-09-06	Sun		ACMI Cinema 2	M	11:00	A Royal Night Out		300155.0	en	2015-05-14	0.0	228136.0	97.0	['Thriller', 'Romance', 'Drama']	Julian Jarrold	
11320	11177	2015-09-06	Sun		ACMI Cinema 1	G	13:00	Follow That Bird		36536.0	en	1985-08-02		0.0	88.0	['Adventure', 'Comedy', 'Family', 'Music']	Ken Kwapis	
11338	11178	2015-09-06	Sun		ACMI Cinema 1	18+	15:00	William S. Burroughs		47753.0	en	2010-11-05	160000.0	0.0	88.0	['Documentary']	Yony Leyser	
11339	11179	2015-09-06	Sun		ACMI Cinema 1	G	17:00	Giorgio Moroder Metropolis										
